year,date,month,arrest_type,offense,age,age_group,sex,race,weapon,offense_group,race_new
2021,2021-11-06,Nov,On View,Assault or Intimidation,23,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Assault or Intimidation,21,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Aggravated Assault,40,40-49,Female,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Assault or Intimidation,26,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Assault or Intimidation,42,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Assault or Intimidation,31,30-39,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-06,Nov,On View,Drug-related,45,40-49,Female,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-06,Nov,On View,Drug-related,55,50 or above,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-06,Nov,On View,Drug-related,68,50 or above,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-06,Nov,On View,Assault or Intimidation,37,30-39,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-06,Nov,On View,Assault or Intimidation,52,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-02-01,Feb,On View,Burglary or Trespassing,29,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-06,Nov,On View,Assault or Intimidation,49,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Crime against sociey,58,50 or above,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-11-10,Nov,Custodied,Robbery,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Assault or Intimidation,49,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,"Theft, Auto-theft, and Larceny",31,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-10,Nov,Custodied,Robbery,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,Custodied,Robbery,19,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Assault or Intimidation,46,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Crime against sociey,28,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-07,Nov,On View,Assault or Intimidation,52,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Assault or Intimidation,27,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Assault or Intimidation,38,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Aggravated Assault,52,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Assault or Intimidation,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,Custodied,Sexual Assault or Rape,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Assault or Intimidation,39,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Aggravated Assault,57,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Property Destruction,51,50 or above,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-07,Nov,Summoned/Cited,Assault or Intimidation,35,30-39,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-07,Nov,On View,Burglary or Trespassing,24,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-07,Nov,On View,"Theft, Auto-theft, and Larceny",17,Under 20,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-07,Nov,On View,Robbery,17,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Robbery,17,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Robbery,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-07,Dec,Custodied,Robbery,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Crime against sociey,21,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-10,Nov,Custodied,Robbery,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Crime against sociey,30,30-39,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-11-10,Nov,Custodied,Robbery,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,Summoned/Cited,Aggravated Assault,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Assault or Intimidation,31,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-08,Nov,On View,Assault or Intimidation,34,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-08,Nov,On View,Assault or Intimidation,35,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-08,Nov,On View,Assault or Intimidation,26,20-29,Female,White,Unarmed,Violent Crimes,White
2021,2021-11-08,Nov,On View,Property Destruction,29,20-29,Male,White,Unarmed,Property Crimes,White
2021,2021-11-08,Nov,Custodied,Property Destruction,35,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-08,Nov,On View,Assault or Intimidation,60,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-08,Nov,On View,Assault or Intimidation,21,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-08,Nov,On View,"Theft, Auto-theft, and Larceny",24,20-29,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-08,Nov,On View,Assault or Intimidation,51,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-08,Nov,On View,Assault or Intimidation,39,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-08,Nov,On View,Property Destruction,46,40-49,Male,White,Unarmed,Property Crimes,White
2021,2021-11-08,Nov,On View,Assault or Intimidation,26,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,"Theft, Auto-theft, and Larceny",18,Under 20,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-08,Nov,On View,Assault or Intimidation,34,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-30,Dec,Custodied,"Theft, Auto-theft, and Larceny",29,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-08,Nov,On View,"Theft, Auto-theft, and Larceny",30,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-08,Nov,On View,Drug-related,44,40-49,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-08,Nov,On View,Drug-related,31,30-39,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-09,Nov,On View,Assault or Intimidation,34,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Assault or Intimidation,42,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Assault or Intimidation,35,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Assault or Intimidation,21,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Assault or Intimidation,43,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Aggravated Assault,17,Under 20,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Aggravated Assault,19,Under 20,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-16,Nov,Custodied,Aggravated Assault,20,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-01-15,Jan,On View,Burglary or Trespassing,29,20-29,Male,Black or African American,Firearm-involved,Property Crimes,Black or African American
2021,2022-01-19,Jan,Custodied,Aggravated Assault,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Property Destruction,27,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-09,Nov,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Property Destruction,33,30-39,Male,White,Unarmed,Property Crimes,White
2021,2021-11-09,Nov,On View,Assault or Intimidation,34,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,"Theft, Auto-theft, and Larceny",27,20-29,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-09,Nov,On View,Drug-related,26,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-12-30,Dec,Custodied,"Theft, Auto-theft, and Larceny",29,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,17,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,Custodied,Drug-related,55,50 or above,Male,White,Firearm-involved,Drug Crimes,White
2021,2021-11-09,Nov,Custodied,Drug-related,55,50 or above,Male,White,Firearm-involved,Drug Crimes,White
2021,2021-11-09,Nov,On View,Aggravated Assault,41,40-49,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-23,Nov,Summoned/Cited,Drug-related,26,20-29,Female,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-23,Nov,Summoned/Cited,Drug-related,26,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-09,Nov,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Crime against sociey,18,Under 20,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-10,Nov,Custodied,Assault or Intimidation,46,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Property Destruction,33,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-10,Nov,On View,Property Destruction,29,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,Custodied,Crime against sociey,46,40-49,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-11-10,Nov,Custodied,Assault or Intimidation,38,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,35,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Crime against sociey,45,40-49,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-10,Nov,On View,Crime against sociey,31,30-39,Female,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-10,Nov,Custodied,Murder and Nonnegligent Manslaughter,34,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-10,Nov,Custodied,Assault or Intimidation,18,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Robbery,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,46,40-49,Male,White,Unarmed,Violent Crimes,White
2021,2021-12-30,Dec,Custodied,"Theft, Auto-theft, and Larceny",29,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-12-13,Dec,Custodied,Assault or Intimidation,56,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Drug-related,59,50 or above,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-10,Nov,On View,Drug-related,60,50 or above,Female,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-10,Nov,On View,Drug-related,44,40-49,Female,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-10,Nov,On View,Drug-related,55,50 or above,Female,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,64,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Crime against sociey,23,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Aggravated Assault,61,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-29,Dec,Custodied,Assault or Intimidation,16,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,52,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Drug-related,25,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,34,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,30,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,33,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,43,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,"Theft, Auto-theft, and Larceny",29,20-29,Male,White,Unarmed,Property Crimes,White
2021,2021-11-11,Nov,On View,Assault or Intimidation,31,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Property Destruction,43,40-49,Female,White,Unarmed,Property Crimes,White
2021,2021-11-11,Nov,On View,Crime against sociey,33,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,38,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Property Destruction,46,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-11,Nov,On View,Burglary or Trespassing,38,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2022-02-09,Feb,Custodied,Property Destruction,62,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-11,Nov,On View,Property Destruction,27,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,23,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-16,Dec,On View,Property Destruction,57,50 or above,Male,White,Unarmed,Property Crimes,White
2021,2021-11-11,Nov,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,"Theft, Auto-theft, and Larceny",29,20-29,Male,White,Unarmed,Property Crimes,White
2021,2021-11-12,Nov,Custodied,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,47,40-49,Female,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,41,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Crime against sociey,23,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-11,Nov,On View,"Theft, Auto-theft, and Larceny",18,Under 20,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-11,Nov,On View,Burglary or Trespassing,59,50 or above,Male,Black or African American,Weapon with a blade,Property Crimes,Black or African American
2021,2021-11-11,Nov,On View,Robbery,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,31,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Crime against sociey,33,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,27,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,24,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Property Destruction,34,30-39,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,41,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,35,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,24,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,43,40-49,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-12,Nov,On View,Assault or Intimidation,43,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-14,Dec,Custodied,Assault or Intimidation,35,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,59,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,23,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Robbery,25,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,29,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-12,Nov,On View,Drug-related,26,20-29,Female,White,Unarmed,Drug Crimes,White
2021,2021-11-12,Nov,On View,Drug-related,52,50 or above,Female,White,Unarmed,Drug Crimes,White
2021,2021-12-30,Dec,Custodied,"Theft, Auto-theft, and Larceny",29,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-12,Nov,On View,Crime against sociey,28,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,29,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-12,Nov,On View,Assault or Intimidation,39,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Property Destruction,30,30-39,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-12,Nov,On View,Property Destruction,34,30-39,Male,Black or African American,Weapon with a blade,Property Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,39,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,62,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Property Destruction,42,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,44,40-49,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,45,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-13,Nov,On View,Assault or Intimidation,23,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-13,Nov,On View,Assault or Intimidation,28,20-29,Male,Asian,Unarmed,Violent Crimes,Other races
2021,2021-11-13,Nov,On View,Assault or Intimidation,18,Under 20,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-13,Nov,On View,"Theft, Auto-theft, and Larceny",64,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-13,Nov,On View,"Theft, Auto-theft, and Larceny",26,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-13,Nov,On View,Assault or Intimidation,24,20-29,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-23,Nov,On View,Assault or Intimidation,44,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-13,Nov,On View,Drug-related,45,40-49,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-13,Nov,On View,Assault or Intimidation,43,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-13,Nov,On View,Assault or Intimidation,29,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-13,Nov,On View,Assault or Intimidation,26,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-14,Nov,On View,Assault or Intimidation,54,50 or above,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-14,Nov,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-14,Nov,On View,Property Destruction,33,30-39,Male,Asian,Unarmed,Property Crimes,Other races
2021,2021-11-14,Nov,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-14,Nov,On View,Property Destruction,20,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-14,Nov,On View,"Theft, Auto-theft, and Larceny",48,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-15,Nov,Custodied,Aggravated Assault,32,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-30,Dec,Custodied,"Theft, Auto-theft, and Larceny",29,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-14,Nov,On View,Assault or Intimidation,33,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-14,Nov,On View,Assault or Intimidation,57,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-02-03,Feb,Custodied,Murder and Nonnegligent Manslaughter,36,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-14,Nov,On View,Assault or Intimidation,40,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-14,Nov,On View,Property Destruction,28,20-29,Male,Black or African American,Firearm-involved,Property Crimes,Black or African American
2021,2021-11-14,Nov,On View,Property Destruction,52,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-14,Nov,On View,Assault or Intimidation,35,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-14,Nov,On View,Assault or Intimidation,48,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,28,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,51,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,27,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Property Destruction,48,40-49,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-12-03,Dec,On View,Aggravated Assault,58,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,19,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Murder and Nonnegligent Manslaughter,25,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,29,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Property Destruction,26,20-29,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,29,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-01-10,Jan,On View,Assault or Intimidation,24,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-10,Dec,On View,Robbery,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,Custodied,Aggravated Assault,31,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,48,40-49,Female,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,25,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-04,Dec,Custodied,Assault or Intimidation,55,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Drug-related,19,Under 20,Male,Black or African American,Firearm-involved,Drug Crimes,Black or African American
2021,2021-11-15,Nov,On View,Drug-related,23,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,49,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Assault or Intimidation,49,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,27,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,40,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,33,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Property Destruction,41,40-49,Male,Asian,Unarmed,Property Crimes,Other races
2021,2021-11-16,Nov,On View,Assault or Intimidation,32,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-01-06,Jan,On View,Burglary or Trespassing,63,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-16,Nov,On View,Property Destruction,26,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,67,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,71,50 or above,Male,White,Unarmed,Violent Crimes,White
